# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	WORDINSOURCE	COUNTERPART	IPA	COGID
1817	Gelmets_Tsakhur	tail	84	bɨˤt	bɨˤt	bɨˤt	363
1818	Mukhad_Rutul	tail	84	ǯɨbɨr ~ ǯubur {джыбыр ~ джубур}	джыбыр ~ джубур	ǯɨbɨr ~ ǯubur	362
1819	Ixrek_Rutul	tail	84	ǯibɨr {джибыр}	джибыр	ǯibɨr	362
1820	Luchek_Rutul	tail	84	ǯɨbɨr	ǯɨbɨr	ǯɨbɨr	362
1821	Koshan_Aghul	tail	84	ruǯ	ruǯ	ruǯ	362
1822	Keren_Aghul	tail	84	ruž	ruž	ruž	362
1823	Gequn_Aghul	tail	84	ruǯ	ruǯ	ruǯ	362
1824	Fite_Aghul	tail	84	rügʸ	rügʸ	rügʸ	362
1825	Aghul_proper	tail	84	ruǯ	ruǯ	ruǯ	362
1826	Northern_Tabasaran	tail	84	rˈiǯʷ-i	rˈiǯʷ-i	rˈiǯʷ-i	362
1827	Southern_Tabasaran	tail	84	riǯʷ	riǯʷ	riǯʷ	362
1828	Gyune_Lezgi	tail	84	tːum	tːum	tːum	-684
1829	Outgroup_Chechen	tail	84	cʼoga {цIога}	цIога	cʼoga	364
#
1830	Nidzh_Udi	that	85	tːe {тIе}	тIе	tːe	365
1831	Vartashen_Udi	that	85	tːe {тIе}	тIе	tːe	365
1832	Archi	that	85	to-class	to-class	to-class	365
1833	Kryts_proper	that	85	lä	lä	lä	366
1834	Alyk_Kryts	that	85	la	la	la	366
1835	Budukh	that	85	a=la {ала}	ала	a=la	366
1836	Mishlesh_Tsakhur	that	85	še-n ~ hoː=še-n {шен, гьо̄шен}	шен, гьо̄шен	še-n ~ hoː=še-n	368
1837	Mikik_Tsakhur	that	85	še-n	še-n	še-n	368
1838	Mukhad_Rutul	that	85	ti {ти}	ти	ti	365
1839	Ixrek_Rutul	that	85	ti-n-dɨ {тинды}	тинды	ti-n-dɨ	365
1840	Koshan_Aghul	that	85	ti-me	ti-me	ti-me	365
1841	Keren_Aghul	that	85	ti	ti	ti	365
1842	Gequn_Aghul	that	85	te	te	te	365
1843	Fite_Aghul	that	85	ti	ti	ti	365
1844	Aghul_proper	that	85	te	te	te	365
1845	Northern_Tabasaran	that	85	du-mu	du-mu	du-mu	369
1846	Southern_Tabasaran	that	85	du-mu	du-mu	du-mu	369
1847	Gyune_Lezgi	that	85	a=tʼˈa	a=tʼˈa	a=tʼˈa	365
1848	Outgroup_Chechen	that	85	dʕaː-ra {дIāра}	дIāра	dʕaː-ra	369
1849	Nidzh_Udi	that	85	šo {шо}	шо	šo	368
1850	Budukh	that	85	a-la {ала}	ала	a-la	367
1851	Gyune_Lezgi	that	85	a-tʼˈa	a-tʼˈa	a-tʼˈa	367
#
2360	Nidzh_Udi	thin	107	näzik ~ näzikː {наьзик ~ наьзикI}	наьзик ~ наьзикI	näzik ~ näzikː	-703
2361	Vartashen_Udi	thin	107	näzikː ~ näzig {наьзикI}	наьзикI	näzikː ~ näzig	-704
2362	Archi	thin	107	kʼalˈa-tːu-class	kʼalˈa-tːu-class	kʼalˈa-tːu-class	472
2363	Kryts_proper	thin	107	qʼɨl	qʼɨl	qʼɨl	472
2364	Alyk_Kryts	thin	107	qʼilːa	qʼilːa	qʼilːa	472
2365	Budukh	thin	107	kɨ-tːi {кытти}	кытти	kɨ-tːi	473
2366	Mishlesh_Tsakhur	thin	107	kʼɨˤwa-n ~ kʼiˤwa-n {кIыIван ~ кIиIван}	кIыIван ~ кIиIван	kʼɨˤwa-n ~ kʼiˤwa-n	472
2367	Mikik_Tsakhur	thin	107	kʼɨˤwa-n	kʼɨˤwa-n	kʼɨˤwa-n	472
2368	Gelmets_Tsakhur	thin	107	qʼˤɨwa-nʸ	qʼˤɨwa-nʸ	qʼˤɨwa-nʸ	472
2369	Mukhad_Rutul	thin	107	qʼɨl-dɨ ~ qʼil-dɨ {кьил-ды}	кьил-ды	qʼɨl-dɨ ~ qʼil-dɨ	472
2370	Ixrek_Rutul	thin	107	qʼɨl-dɨ {кьыл-ды}	кьыл-ды	qʼɨl-dɨ	472
2371	Luchek_Rutul	thin	107	qʼɨl-dɨ	qʼɨl-dɨ	qʼɨl-dɨ	472
2372	Koshan_Aghul	thin	107	kʼelːe-r	kʼelːe-r	kʼelːe-r	472
2373	Keren_Aghul	thin	107	kʼilːe-f	kʼilːe-f	kʼilːe-f	472
2374	Gequn_Aghul	thin	107	kʼilːe-f	kʼilːe-f	kʼilːe-f	472
2375	Fite_Aghul	thin	107	kːu-ri-t	kːu-ri-t	kːu-ri-t	473
2376	Aghul_proper	thin	107	kʼilːe-f	kʼilːe-f	kʼilːe-f	472
2377	Northern_Tabasaran	thin	107	čʼilːˈi	čʼilːˈi	čʼilːˈi	472
2378	Southern_Tabasaran	thin	107	čʼilːˈi	čʼilːˈi	čʼilːˈi	472
2379	Gyune_Lezgi	thin	107	qʼelˈečʼ	qʼelˈečʼ	qʼelˈečʼ	472
2380	Outgroup_Chechen	thin	107	d=utqʼ-a {дуткъа}	дуткъа	d=utqʼ-a	474
2381	Mishlesh_Tsakhur	thin	107	hɨˤkːʸe-n {гьыIккен}	гьыIккен	hɨˤkːʸe-n	473
2382	Mikik_Tsakhur	thin	107	hɨˤkːʸe-n	hɨˤkːʸe-n	hɨˤkːʸe-n	473
2383	Gelmets_Tsakhur	thin	107	hɨkːa-nʸ	hɨkːa-nʸ	hɨkːa-nʸ	473
2384	Ixrek_Rutul	thin	107	gaˤd-dɨ-dɨ {гаIддыды}	гаIддыды	gaˤd-dɨ-dɨ	473
2385	Luchek_Rutul	thin	107	ged-dɨ	ged-dɨ	ged-dɨ	473
2386	Koshan_Aghul	thin	107	kːu-re-r	kːu-re-r	kːu-re-r	473
2387	Keren_Aghul	thin	107	ikːe-f	ikːe-f	ikːe-f	473
2388	Gequn_Aghul	thin	107	ikːe-f	ikːe-f	ikːe-f	473
2389	Aghul_proper	thin	107	ikːe-f	ikːe-f	ikːe-f	473
2390	Southern_Tabasaran	thin	107	kːu-rˈu	kːu-rˈu	kːu-rˈu	473
2391	Gyune_Lezgi	thin	107	šükʼˈü	šükʼˈü	šükʼˈü	473
#
1852	Nidzh_Udi	this	86	mo {мо}	мо	mo	370
1853	Vartashen_Udi	this	86	me {ме}	ме	me	370
1854	Archi	this	86	ya-class	ya-class	ya-class	371
1855	Kryts_proper	this	86	li	li	li	372
1856	Alyk_Kryts	this	86	lu	lu	lu	372
1857	Budukh	this	86	u=lu ~ o=lu {улу ~ олу}	улу ~ олу	u=lu ~ o=lu	372
1858	Mishlesh_Tsakhur	this	86	i-n ~ ha=y-n {ин, гьайн}	ин, гьайн	i-n ~ ha=y-n	371
1859	Mikik_Tsakhur	this	86	i-n ~ ha=y-n	i-n ~ ha=y-n	i-n ~ ha=y-n	371
1860	Mukhad_Rutul	this	86	mi {ми}	ми	mi	370
1861	Ixrek_Rutul	this	86	mi-dɨ {миды}	миды	mi-dɨ	370
1862	Koshan_Aghul	this	86	mi-me	mi-me	mi-me	370
1863	Keren_Aghul	this	86	mi	mi	mi	370
1864	Gequn_Aghul	this	86	me	me	me	370
1865	Fite_Aghul	this	86	mi	mi	mi	370
1866	Aghul_proper	this	86	me	me	me	370
1867	Northern_Tabasaran	this	86	mu ~ mu-mu	mu ~ mu-mu	mu ~ mu-mu	370
1868	Southern_Tabasaran	this	86	mu	mu	mu	370
1869	Gyune_Lezgi	this	86	i	i	i	371
1870	Outgroup_Chechen	this	86	ha-ra {хIа-ра}	хIа-ра	ha-ra	374
1871	Budukh	this	86	u-lu ~ o-lu {улу, олу}	улу, олу	u-lu ~ o-lu	373
1872	Mishlesh_Tsakhur	this	86	ma-n ~ ha=ma-n {ма ~ гьаман}	ма ~ гьаман	ma-n ~ ha=ma-n	370
1873	Mikik_Tsakhur	this	86	ma-n ~ ha=ma-n	ma-n ~ ha=ma-n	ma-n ~ ha=ma-n	370
#
1874	Nidzh_Udi	thou1	87	hu-n {гьун}	гьун	hu-n	375
1875	Vartashen_Udi	thou1	87	u-n {ун}	ун	u-n	375
1876	Archi	thou1	87	u-n	u-n	u-n	375
1877	Kryts_proper	thou1	87	vu-n ~ vɨ-n	vu-n ~ vɨ-n	vu-n ~ vɨ-n	375
1878	Alyk_Kryts	thou1	87	vu-n	vu-n	vu-n	375
1879	Budukh	thou1	87	vɨ-n {вын}	вын	vɨ-n	375
1880	Mishlesh_Tsakhur	thou1	87	ʁu {гъу}	гъу	ʁu	376
1881	Mikik_Tsakhur	thou1	87	ʁu	ʁu	ʁu	376
1882	Gelmets_Tsakhur	thou1	87	ʁu	ʁu	ʁu	376
1883	Mukhad_Rutul	thou1	87	wɨ {вы}	вы	wɨ	375
1884	Ixrek_Rutul	thou1	87	ʁu {гъу}	гъу	ʁu	376
1885	Luchek_Rutul	thou1	87	wɨ	wɨ	wɨ	375
1886	Koshan_Aghul	thou1	87	wu-n	wu-n	wu-n	375
1887	Keren_Aghul	thou1	87	wu-n	wu-n	wu-n	375
1888	Gequn_Aghul	thou1	87	wu-n	wu-n	wu-n	375
1889	Fite_Aghul	thou1	87	wu-n	wu-n	wu-n	375
1890	Aghul_proper	thou1	87	wu-n	wu-n	wu-n	375
1891	Northern_Tabasaran	thou1	87	iwˈu	iwˈu	iwˈu	375
1892	Southern_Tabasaran	thou1	87	uwˈu	uwˈu	uwˈu	375
1893	Gyune_Lezgi	thou1	87	wu-n	wu-n	wu-n	375
1894	Outgroup_Chechen	thou1	87	ħo {хьо}	хьо	ħo	376
#
1895	Nidzh_Udi	thou2	87	vi {ви}	ви	vi	377
1896	Vartashen_Udi	thou2	87	vi {ви}	ви	vi	377
1897	Archi	thou2	87	wi-t	wi-t	wi-t	377
1898	Mishlesh_Tsakhur	thou2	87	yiʁ-ɨn {йигъын}	йигъын	yiʁ-ɨn	378
1899	Mikik_Tsakhur	thou2	87	wa-s-ɨn	wa-s-ɨn	wa-s-ɨn	377
1900	Gelmets_Tsakhur	thou2	87	yɨʁˤ-ɨn	yɨʁˤ-ɨn	yɨʁˤ-ɨn	378
1901	Ixrek_Rutul	thou2	87	yuʁ-dɨ	yuʁ-dɨ	yuʁ-dɨ	378
1902	Koshan_Aghul	thou2	87	yaw-ir ~ yaw	yaw-ir ~ yaw	yaw-ir ~ yaw	377
1903	Northern_Tabasaran	thou2	87	yaw	yaw	yaw	377
1904	Southern_Tabasaran	thou2	87	yaw	yaw	yaw	377
#
1905	Nidzh_Udi	tongue	88	muz {муз}	муз	muz	379
1906	Vartashen_Udi	tongue	88	muz {муз}	муз	muz	379
1907	Archi	tongue	88	mac	mac	mac	379
1908	Kryts_proper	tongue	88	mez	mez	mez	379
1909	Alyk_Kryts	tongue	88	mez	mez	mez	379
1910	Budukh	tongue	88	mäz ~ mez {маьз ~ мез}	маьз ~ мез	mäz ~ mez	379
1911	Mishlesh_Tsakhur	tongue	88	miz {миз}	миз	miz	379
1912	Mikik_Tsakhur	tongue	88	miz	miz	miz	379
1913	Gelmets_Tsakhur	tongue	88	miz	miz	miz	379
1914	Mukhad_Rutul	tongue	88	miz {миз}	миз	miz	379
1915	Ixrek_Rutul	tongue	88	miz {миз}	миз	miz	379
1916	Luchek_Rutul	tongue	88	miz	miz	miz	379
1917	Koshan_Aghul	tongue	88	mez	mez	mez	379
1918	Keren_Aghul	tongue	88	mez	mez	mez	379
1919	Gequn_Aghul	tongue	88	mez	mez	mez	379
1920	Fite_Aghul	tongue	88	miz	miz	miz	379
1921	Aghul_proper	tongue	88	mez	mez	mez	379
1922	Northern_Tabasaran	tongue	88	mˈilʒ-i	mˈilʒ-i	mˈilʒ-i	379
1923	Southern_Tabasaran	tongue	88	melʒ ~ melz	melʒ ~ melz	melʒ ~ melz	379
1924	Gyune_Lezgi	tongue	88	meʒ	meʒ	meʒ	379
1925	Outgroup_Chechen	tongue	88	mott {мотт}	мотт	mott	379
#
1926	Nidzh_Udi	tooth	89	ul-uχ {улух}	улух	ul-uχ	380
1927	Vartashen_Udi	tooth	89	ul-uχ {улух}	улух	ul-uχ	380
1928	Archi	tooth	89	sotː-	sotː-	sotː-	380
1929	Kryts_proper	tooth	89	sil	sil	sil	380
1930	Alyk_Kryts	tooth	89	sil	sil	sil	380
1931	Budukh	tooth	89	sil {сил}	сил	sil	380
1932	Mishlesh_Tsakhur	tooth	89	sʸilʸi {сили}	сили	sʸilʸi	380
1933	Mikik_Tsakhur	tooth	89	sʸilʸi	sʸilʸi	sʸilʸi	380
1934	Gelmets_Tsakhur	tooth	89	sʸilʸi	sʸilʸi	sʸilʸi	380
1935	Mukhad_Rutul	tooth	89	sɨl-ab {сылаб}	сылаб	sɨl-ab	380
1936	Ixrek_Rutul	tooth	89	sɨl-ab {сылаб}	сылаб	sɨl-ab	380
1937	Luchek_Rutul	tooth	89	sɨs	sɨs	sɨs	381
1938	Koshan_Aghul	tooth	89	selew	selew	selew	380
1939	Keren_Aghul	tooth	89	sileb	sileb	sileb	380
1940	Gequn_Aghul	tooth	89	selew ~ silew	selew ~ silew	selew ~ silew	380
1941	Fite_Aghul	tooth	89	silib	silib	silib	380
1942	Aghul_proper	tooth	89	sileb	sileb	sileb	380
1943	Northern_Tabasaran	tooth	89	sˈilb-i	sˈilb-i	sˈilb-i	380
1944	Southern_Tabasaran	tooth	89	slib	slib	slib	380
1945	Gyune_Lezgi	tooth	89	sas	sas	sas	381
1946	Outgroup_Chechen	tooth	89	cerg {церг}	церг	cerg	380
#
1947	Nidzh_Udi	tree	90	χod {ход}	ход	χod	382
1948	Vartashen_Udi	tree	90	χod {ход}	ход	χod	382
1949	Archi	tree	90	qʷˈatʼi	qʷˈatʼi	qʷˈatʼi	383
1950	Kryts_proper	tree	90	dar	dar	dar	384
1951	Alyk_Kryts	tree	90	kʼina	kʼina	kʼina	385
1952	Budukh	tree	90	dər {дар}	дар	dər	384
1953	Mishlesh_Tsakhur	tree	90	yiw {йив}	йив	yiw	386
1954	Mikik_Tsakhur	tree	90	yɨw ~ yuw	yɨw ~ yuw	yɨw ~ yuw	386
1955	Gelmets_Tsakhur	tree	90	yiw	yiw	yiw	386
1956	Mukhad_Rutul	tree	90	χuk {хук}	хук	χuk	387
1957	Ixrek_Rutul	tree	90	χuk {хук}	хук	χuk	387
1958	Luchek_Rutul	tree	90	χuk	χuk	χuk	387
1959	Koshan_Aghul	tree	90	kʼur	kʼur	kʼur	388
1960	Keren_Aghul	tree	90	kʼur	kʼur	kʼur	388
1961	Gequn_Aghul	tree	90	kʼur	kʼur	kʼur	388
1962	Fite_Aghul	tree	90	kʼur	kʼur	kʼur	388
1963	Aghul_proper	tree	90	kʼur	kʼur	kʼur	388
1964	Northern_Tabasaran	tree	90	har	har	har	389
1965	Southern_Tabasaran	tree	90	har	har	har	389
1966	Gyune_Lezgi	tree	90	tːar	tːar	tːar	384
1967	Outgroup_Chechen	tree	90	ditt {дитт}	дитт	ditt	390
1968	Fite_Aghul	tree	90	dar	dar	dar	384
#
1969	Nidzh_Udi	two	91	pːaˤ {пIаъ}	пIаъ	pːaˤ	391
1970	Vartashen_Udi	two	91	pːaˤ {пIаъ}	пIаъ	pːaˤ	391
1971	Archi	two	91	qʼʷˤe	qʼʷˤe	qʼʷˤe	391
1972	Kryts_proper	two	91	qʼʷa-class	qʼʷa-class	qʼʷa-class	391
1973	Alyk_Kryts	two	91	qʼʷa-class	qʼʷa-class	qʼʷa-class	391
1974	Budukh	two	91	qʼa-class {кьа-}	кьа-	qʼa-class	391
1975	Mishlesh_Tsakhur	two	91	qʼˤo-class ~ qʼˤo-class-lʸe {кьоI-}	кьоI-	qʼˤo-class ~ qʼˤo-class-lʸe	391
1976	Mikik_Tsakhur	two	91	qʼˤo-class-lʸe	qʼˤo-class-lʸe	qʼˤo-class-lʸe	391
1977	Gelmets_Tsakhur	two	91	qʼˤo-class-lʸä	qʼˤo-class-lʸä	qʼˤo-class-lʸä	391
1978	Mukhad_Rutul	two	91	qʼʷˤa-class {кьваIд}	кьваIд	qʼʷˤa-class	391
1979	Ixrek_Rutul	two	91	qʼʷˤa-class {кьваIд}	кьваIд	qʼʷˤa-class	391
1980	Luchek_Rutul	two	91	qʼʷˤa-class	qʼʷˤa-class	qʼʷˤa-class	391
1981	Koshan_Aghul	two	91	qʼˤu-r	qʼˤu-r	qʼˤu-r	391
1982	Keren_Aghul	two	91	qʼˤu-d	qʼˤu-d	qʼˤu-d	391
1983	Gequn_Aghul	two	91	ʡa-d	ʡa-d	ʡa-d	391
1984	Fite_Aghul	two	91	qʼˤu-d	qʼˤu-d	qʼˤu-d	391
1985	Aghul_proper	two	91	ʡu-d	ʡu-d	ʡu-d	391
1986	Northern_Tabasaran	two	91	qʼˤu-class	qʼˤu-class	qʼˤu-class	391
1987	Southern_Tabasaran	two	91	qʼˤu-class	qʼˤu-class	qʼˤu-class	391
1988	Gyune_Lezgi	two	91	qʼʷe	qʼʷe	qʼʷe	391
1989	Outgroup_Chechen	two	91	šiʔ {шиъ}	шиъ	šiʔ	391
#
1990	Nidzh_Udi	walk (go)	92	ta=y- {тайес ~ тайсун}	тайес ~ тайсун	ta=y-	392
1991	Vartashen_Udi	walk (go)	92	ta=y- {тайес ~ тайсун}	тайес ~ тайсун	ta=y-	392
1992	Archi	walk (go)	92	=ˈoqˤe-	=ˈoqˤe-	=ˈoqˤe-	392
1993	Kryts_proper	walk (go)	92	č=ä-r-	č=ä-r-	č=ä-r-	392
1994	Alyk_Kryts	walk (go)	92	č=a-r-	č=a-r-	č=a-r-	392
1995	Budukh	walk (go)	92	č=aʁa-r- {чагъар-}	чагъар-	č=aʁa-r-	392
1996	Mishlesh_Tsakhur	walk (go)	92	aˤlʸ=ha- {алʹгьааIс}	алʹгьааIс	aˤlʸ=ha-	395
1997	Mikik_Tsakhur	walk (go)	92	aˤl=h-	aˤl=h-	aˤl=h-	395
1998	Gelmets_Tsakhur	walk (go)	92	alʸ=h- {алʹгьаз}	алʹгьаз	alʸ=h-	395
1999	Mukhad_Rutul	walk (go)	92	class=iʔi {йирхьас, йыхьын}	йирхьас, йыхьын	class=iʔi	395
2000	Ixrek_Rutul	walk (go)	92	class=iʔi {гьыхьын}	гьыхьын	class=iʔi	395
2001	Luchek_Rutul	walk (go)	92	class=iʔi	class=iʔi	class=iʔi	395
2002	Koshan_Aghul	walk (go)	92	waˤ-y-	waˤ-y-	waˤ-y-	392
2003	Keren_Aghul	walk (go)	92	baˤ-y-	baˤ-y-	baˤ-y-	392
2004	Gequn_Aghul	walk (go)	92	waˤ-	waˤ-	waˤ-	392
2005	Fite_Aghul	walk (go)	92	ʁʷˤa-	ʁʷˤa-	ʁʷˤa-	392
2006	Aghul_proper	walk (go)	92	we-y-	we-y-	we-y-	392
2007	Northern_Tabasaran	walk (go)	92	aɢˤ-ˈ	aɢˤ-ˈ	aɢˤ-ˈ	392
2008	Southern_Tabasaran	walk (go)	92	aʁˤ-ˈ	aʁˤ-ˈ	aʁˤ-ˈ	392
2009	Gyune_Lezgi	walk (go)	92	šu-	šu-	šu-	394
2010	Outgroup_Chechen	walk (go)	92	d=ax-a {даха}	даха	d=ax-a	394
2011	Nidzh_Udi	walk (go)	92	ta=c-	ta=c-	ta=c-	393
2012	Vartashen_Udi	walk (go)	92	ta=c-	ta=c-	ta=c-	393
2013	Kryts_proper	walk (go)	92	=ix-	=ix-	=ix-	394
2014	Alyk_Kryts	walk (go)	92	yixi-	yixi-	yixi-	394
2015	Budukh	walk (go)	92	v=ixi- {вихьи}	вихьи	v=ixi-	394
2016	Mishlesh_Tsakhur	walk (go)	92	akʼɨn ~ h=akʼɨn {акIын, гьакIын}	акIын, гьакIын	akʼɨn ~ h=akʼɨn	396
2017	Mikik_Tsakhur	walk (go)	92	h=akʼɨn	h=akʼɨn	h=akʼɨn	396
2018	Mukhad_Rutul	walk (go)	92	class=ɨx-ɨ-r	class=ɨx-ɨ-r	class=ɨx-ɨ-r	394
2019	Ixrek_Rutul	walk (go)	92	class=ɨx-ɨ-r	class=ɨx-ɨ-r	class=ɨx-ɨ-r	394
2020	Luchek_Rutul	walk (go)	92	class=ɨx-ɨ-r	class=ɨx-ɨ-r	class=ɨx-ɨ-r	394
2021	Keren_Aghul	walk (go)	92	š-une	š-une	š-une	397
2022	Gequn_Aghul	walk (go)	92	uš-una	uš-una	uš-una	397
2023	Aghul_proper	walk (go)	92	uš-una	uš-una	uš-una	397
2024	Northern_Tabasaran	walk (go)	92	ˈuš-	ˈuš-	ˈuš-	397
2025	Southern_Tabasaran	walk (go)	92	ˈuš-	ˈuš-	ˈuš-	397
2026	Mishlesh_Tsakhur	walk (go)	92	ɨqːˤ- ~ uqːˤ- {ыIххъас, уIххъас}	ыIххъас, уIххъас	ɨqːˤ- ~ uqːˤ-	392
2027	Mikik_Tsakhur	walk (go)	92	ɨqːˤ-	ɨqːˤ-	ɨqːˤ-	392
#
2028	Nidzh_Udi	warm (hot)	93	gam {гам}	гам	gam	-685
2029	Vartashen_Udi	warm (hot)	93	gam {гам}	гам	gam	-686
2030	Archi	warm (hot)	93	ʁilˈi-tːu-class	ʁilˈi-tːu-class	ʁilˈi-tːu-class	-687
2031	Kryts_proper	warm (hot)	93	ɣɨr	ɣɨr	ɣɨr	398
2032	Alyk_Kryts	warm (hot)	93	ɣira	ɣira	ɣira	398
2033	Budukh	warm (hot)	93	feye ~ feyi {фейе, фейи}	фейе, фейи	feye ~ feyi	399
2034	Mishlesh_Tsakhur	warm (hot)	93	qːˤuma-n {къуIман}	къуIман	qːˤuma-n	400
2035	Mikik_Tsakhur	warm (hot)	93	ʁˤuma-n	ʁˤuma-n	ʁˤuma-n	400
2036	Gelmets_Tsakhur	warm (hot)	93	ʁˤuma-nʸ	ʁˤuma-nʸ	ʁˤuma-nʸ	400
2037	Mukhad_Rutul	warm (hot)	93	siɣ-ɨd {сигыд}	сигыд	siɣ-ɨd	398
2038	Ixrek_Rutul	warm (hot)	93	siɣ-dɨ {сигIды}	сигIды	siɣ-dɨ	398
2039	Luchek_Rutul	warm (hot)	93	siɣ-ɨd	siɣ-ɨd	siɣ-ɨd	398
2040	Koshan_Aghul	warm (hot)	93	uʕa-r	uʕa-r	uʕa-r	401
2041	Keren_Aghul	warm (hot)	93	ibʢa-f	ibʢa-f	ibʢa-f	401
2042	Gequn_Aghul	warm (hot)	93	iwa-f	iwa-f	iwa-f	401
2043	Fite_Aghul	warm (hot)	93	ʁˤabi-t	ʁˤabi-t	ʁˤabi-t	401
2044	Aghul_proper	warm (hot)	93	ibʢa-f	ibʢa-f	ibʢa-f	401
2045	Northern_Tabasaran	warm (hot)	93	manˈi	manˈi	manˈi	-688
2046	Southern_Tabasaran	warm (hot)	93	manˈi	manˈi	manˈi	-689
2047	Gyune_Lezgi	warm (hot)	93	čimˈi	čimˈi	čimˈi	402
2048	Outgroup_Chechen	warm (hot)	93	d=owx-a {довха}	довха	d=owx-a	403
#
2049	Nidzh_Udi	water	94	χe {хе}	хе	χe	404
2050	Vartashen_Udi	water	94	χe {хе}	хе	χe	404
2051	Archi	water	94	ɬːanː-	ɬːanː-	ɬːanː-	404
2052	Kryts_proper	water	94	xäd	xäd	xäd	404
2053	Alyk_Kryts	water	94	xad	xad	xad	404
2054	Budukh	water	94	xəd {хьад}	хьад	xəd	404
2055	Mishlesh_Tsakhur	water	94	xʸan {хьян}	хьян	xʸan	404
2056	Mikik_Tsakhur	water	94	xʸan	xʸan	xʸan	404
2057	Gelmets_Tsakhur	water	94	xʸan	xʸan	xʸan	404
2058	Mukhad_Rutul	water	94	xed {хьед}	хьед	xed	404
2059	Ixrek_Rutul	water	94	xed {хьед}	хьед	xed	404
2060	Luchek_Rutul	water	94	xed	xed	xed	404
2061	Koshan_Aghul	water	94	šer	šer	šer	404
2062	Keren_Aghul	water	94	xitː-	xitː-	xitː-	404
2063	Gequn_Aghul	water	94	xer	xer	xer	404
2064	Fite_Aghul	water	94	xitː-	xitː-	xitː-	404
2065	Aghul_proper	water	94	xetː-	xetː-	xetː-	404
2066	Northern_Tabasaran	water	94	šay	šay	šay	404
2067	Southern_Tabasaran	water	94	šid	šid	šid	404
2068	Gyune_Lezgi	water	94	yad	yad	yad	404
2069	Outgroup_Chechen	water	94	xi {хи}	хи	xi	404
#
2070	Nidzh_Udi	we1	95	ya-n {йан}	йан	ya-n	405
2071	Vartashen_Udi	we1	95	ya-n {йан}	йан	ya-n	405
2072	Archi	we1	95	ne-n / nˈen-tʼ-u	ne-n / nˈen-tʼ-u	ne-n / nˈen-tʼ-u	405
2073	Kryts_proper	we1	95	ži-n	ži-n	ži-n	406
2074	Alyk_Kryts	we1	95	ži-n	ži-n	ži-n	406
2075	Budukh	we1	95	yi-n {йин}	йин	yi-n	405
2076	Mishlesh_Tsakhur	we1	95	ši {ши}	ши	ši	406
2077	Mikik_Tsakhur	we1	95	šɨ	šɨ	šɨ	406
2078	Gelmets_Tsakhur	we1	95	ši ~ ši-bi	ši ~ ši-bi	ši ~ ši-bi	406
2079	Mukhad_Rutul	we1	95	ye ~ yä {йе}	йе	ye ~ yä	405
2080	Ixrek_Rutul	we1	95	ži {жи}	жи	ži	406
2081	Luchek_Rutul	we1	95	ye	ye	ye	405
2082	Koshan_Aghul	we1	95	či-n	či-n	či-n	406
2083	Keren_Aghul	we1	95	či-n	či-n	či-n	406
2084	Gequn_Aghul	we1	95	či-n	či-n	či-n	406
2085	Fite_Aghul	we1	95	či-n	či-n	či-n	406
2086	Aghul_proper	we1	95	či-n	či-n	či-n	406
2087	Northern_Tabasaran	we1	95	ičˈu	ičˈu	ičˈu	406
2088	Southern_Tabasaran	we1	95	učˈu	učˈu	učˈu	406
2089	Gyune_Lezgi	we1	95	ču-n	ču-n	ču-n	406
2090	Outgroup_Chechen	we1	95	txo {тхо}	тхо	txo	405
#
2091	Nidzh_Udi	we2	95	beši ~ beš {беши ~ беш}	беши ~ беш	beši ~ beš	408
2092	Vartashen_Udi	we2	95	beši {беши}	беши	beši	408
2093	Archi	we2	95	class=olˈo / lˈa-class-u	class=olˈo / lˈa-class-u	class=olˈo / lˈa-class-u	407
2094	Kryts_proper	we2	95	yi-n	yi-n	yi-n	407
2095	Alyk_Kryts	we2	95	yi-n	yi-n	yi-n	407
2096	Mishlesh_Tsakhur	we2	95	yiš-ɨn {йишын, йишин}	йишын, йишин	yiš-ɨn	408
2097	Mikik_Tsakhur	we2	95	yiš-ɨn	yiš-ɨn	yiš-ɨn	408
2098	Mukhad_Rutul	we2	95	yix-dɨ	yix-dɨ	yix-dɨ	407
2099	Ixrek_Rutul	we2	95	yi {йи}	йи	yi	407
2100	Luchek_Rutul	we2	95	ixʸ-dɨ	ixʸ-dɨ	ixʸ-dɨ	407
2101	Koshan_Aghul	we2	95	ši-n	ši-n	ši-n	407
2102	Keren_Aghul	we2	95	xi-n	xi-n	xi-n	407
2103	Gequn_Aghul	we2	95	xi-n	xi-n	xi-n	407
2104	Fite_Aghul	we2	95	xi-n	xi-n	xi-n	407
2105	Aghul_proper	we2	95	xi-n	xi-n	xi-n	407
2106	Northern_Tabasaran	we2	95	ixˈu	ixˈu	ixˈu	407
2107	Southern_Tabasaran	we2	95	uxˈu	uxˈu	uxˈu	407
#
2108	Nidzh_Udi	what	96	hi-kːä {гьикIаь}	гьикIаь	hi-kːä	409
2109	Vartashen_Udi	what	96	e-kːa {екIа}	екIа	e-kːa	409
2110	Archi	what	96	hˈa-ni	hˈa-ni	hˈa-ni	410
2111	Kryts_proper	what	96	ši	ši	ši	411
2112	Alyk_Kryts	what	96	ši	ši	ši	411
2113	Budukh	what	96	ši {ши}	ши	ši	411
